PC1,PC2,Cluster,Sentence
0.76145053 ,0.14180477 ,6 , "Bake  in  the  preheated  oven  until  edges  are  lightly  browned ,  9  to  12  minutes. "
0.45975679 ,-1.01979992 ,0 , "Transfer  cookies  to  a  wire  rack  to  cool. "
1.94003157 ,0.98018947 ,1 , "Preheat  oven  to  350  degrees  F  (175  degrees  C). "
0.33877288 ,0.23088533 ,2 , "Grease  cookie  sheets. "
-0.96932274 ,0.30059350 ,3 , "In  a  large  bowl ,  cream  together  the  butter  flavored  shortening ,  water ,  white  sugar  and  brown  sugar  until  smooth. "
-0.95782741 ,-0.09739718 ,3 , "Beat  in  the  egg  whites  and  vanilla. "
-0.85702190 ,0.77925438 ,4 , "Combine  the  flour ,  baking  soda  and  salt;  stir  into  the  creamed  mixture. "
-1.03725478 ,0.14906456 ,5 , "Blend  in  the  oats  and  mini  chocolate  chips. "
0.24749058 ,-0.53267965 ,2 , "Drop  dough  by  half-teaspoonfuls  onto  the  prepared  cookie  sheets. "
0.66500509 ,-0.32698914 ,6 , "Bake  for  7  to  9  minutes  in  the  preheated  oven ,  until  the  edges  begin  to  brown. "
0.51497369 ,-0.69277984 ,0 , "Remove  from  baking  sheets  to  cool  on  wire  racks. "
0.49415354 ,-1.08200710 ,0 , "Cool  at  least  10  minutes  before  eating. "
1.80583611 ,0.80376849 ,1 , "Preheat  the  oven  to  375  degrees  F  (190  degrees  C). "
-0.53699553 ,0.47671500 ,4 , "Sift  together  the  all-purpose  flour ,  cake  flour ,  baking  powder  and  baking  soda;  set  aside. "
-0.95035536 ,0.14770467 ,3 , "In  a  large  bowl ,  cream  together  the  butter ,  white  sugar  and  brown  sugar  until  smooth. "
-0.84555165 ,-0.31506792 ,3 , "Beat  in  the  eggs  and  vanilla ,  until  well  blended. "
-0.79522293 ,0.68819225 ,4 , "Gradually  stir  in  the  flour  mixture. "
-0.62392563 ,-0.13616123 ,3 , "Stir  in  the  chocolate  chips  by  hand  using  a  wooden  spoon ,  stir  in  walnuts  if  desired. "
0.64509736 ,-0.22079504 ,2 , "Drop  cookies  by  rounded  tablespoonfuls  2  inches  apart  onto  ungreased  cookie  sheets. "
0.62203468 ,-0.26939276 ,6 , "Bake  for  10  to  14  minutes  in  the  preheated  oven ,  until  the  edges  are  light  brown. "
0.26030566 ,-0.95352208 ,0 , "Let  cookies  cool  on  the  baking  sheet  before  removing  to  wire  racks  to  cool  completely. "
1.80583611 ,0.80376849 ,1 , "Preheat  the  oven  to  375  degrees  F  (190  degrees  C). "
0.33877288 ,0.23088533 ,2 , "Grease  cookie  sheets. "
-0.99478536 ,0.26469392 ,3 , "In  a  large  bowl ,  cream  together  butter ,  brown  sugar  and  white  sugar  until  smooth. "
-0.49021366 ,-0.73123254 ,3 , "Beat  in  the  eggs  one  at  a  time ,  then  stir  in  the  vanilla. "
-0.94086346 ,0.84208861 ,4 , "Combine  the  flour ,  cocoa ,  baking  soda  and  salt;  stir  into  the  creamed  mixture. "
-0.98099165 ,0.16630364 ,5 , "Mix  in  the  chocolate  chips  and  marshmallows. "
0.36206187 ,-0.55353983 ,2 , "Drop  by  rounded  spoonfuls  onto  the  prepared  cookie  sheets  about  2  inches  apart. "
1.15330303 ,-0.01635458 ,6 , "Bake  for  8  to  10  minutes  in  the  preheated  oven. "
0.43929383 ,-0.98649672 ,0 , "Allow  cookies  to  cool  on  baking  sheet  for  5  minutes  before  removing  to  a  wire  rack  to  cool  completely. "
1.94003157 ,0.98018947 ,1 , "Preheat  oven  to  350  degrees  F  (175  degrees  C). "
0.29739113 ,-0.37010444 ,2 , "Line  baking  sheets  with  parchment  paper  or  a  silicone  liner. "
-0.86796366 ,0.65113375 ,4 , "Whisk  together  the  flour ,  cinnamon ,  ginger ,  cloves ,  baking  soda ,  and  salt  in  a  bowl  until  thoroughly  combined. "
-0.84663673 ,0.15349574 ,3 , "In  a  large  bowl ,  mash  vegetable  shortening  and  sugar  together  until  smooth  and  creamy;  mix  in  the  egg  and  molasses. "
-0.82572607 ,0.22082103 ,3 , "Stir  the  flour  mixture  into  the  molasses  mixture  to  make  a  smooth  dough ,  and  mix  in  the  chocolate  chips. "
0.16677339 ,-0.10738902 ,2 , "Drop  by  scant  tablespoon  or  small  dough  scoop  about  2  inches  apart  onto  the  prepared  baking  sheets. "
0.65221309 ,0.06304496 ,6 , "Bake  in  the  preheated  oven  until  slightly  golden  brown ,  10  to  12  minutes. "
0.63554045 ,-1.06139110 ,0 , "Allow  to  cool  on  sheets  1  to  2  minutes  before  removing  to  finish  cooling  on  wire  racks. "
2.04531532 ,1.57995425 ,1 , "Preheat  oven  to "
-0.29212159 ,0.27366353 ,3 , "350  degrees  F  (175  degrees  C).In  a  medium  bowl ,  beat  together  the  butter ,  brown  sugar ,  confectioners'  sugar ,  and  vanilla  until  smooth  and  creamy;  then  add  eggs ,  and  beat  well. "
-0.95075203 ,0.65288274 ,4 , "In  a  large  bowl ,  mix  together  flour ,  baking  soda ,  salt ,  cinnamon ,  and  pudding  mix. "
-0.82286318 ,-0.08893763 ,3 , "Gradually  mix  the  dry  into  the  creamy  mixture  until  well  blended. "
-0.84714071 ,-0.07369707 ,5 , "Stir  in  chocolate  chips  and  nuts ,  if  using. "
0.85577634 ,-0.08359848 ,2 , "Drop  by  teaspoonfuls  2  inches  apart  onto  ungreased  baking  sheets. "
0.69650142 ,-0.00626174 ,6 , "Bake  in  a  preheated  oven  for  8  to  10  minutes ,  until  golden  brown. "
0.38995753 ,-0.80130973 ,0 , "Remove  from  oven;  allow  cookies  to  cool  momentarily  on  baking  sheets  before  removing  them  to  wire  racks  to  cool  completely. "
1.94003157 ,0.98018947 ,1 , "Preheat  oven  to  350  degrees  F  (175  degrees  C). "
0.11248995 ,0.38148880 ,2 , "Lightly  grease  cookie  sheets. "
-0.68593503 ,1.20092238 ,4 , "Sift  flour ,  baking  powder  and  salt.     "
-1.13753594 ,0.96679346 ,4 , "Cream  butter  and  sugar.     "
-0.91346679 ,0.45357719 ,3 , "Add  eggs ,  milk  and  vanilla.     "
-0.64340385 ,0.81616296 ,4 , "Add  flour  mixture  until  blended.     "
0.12451137 ,-0.56269025 ,0 , "Do  not  overmix.     "
-0.18964922 ,-0.18409250 ,3 , "By  hand ,  mix  in  pistachio  pudding  mix ,  chocolate  chips  and  nuts  (optional).Shape  by  rounded  teaspoonfuls  into  balls  on  sheet ,  about  2  1/2  inches  apart.     "
-0.08901631 ,-0.24104364 ,2 , "Flatten  dough  with  dampened  bottom  of  drinking  glass.     "
0.82468909 ,-0.60439342 ,6 , "Bake  for  8-10  minutes  or  until  set.     "
-0.32352977 ,-1.10258765 ,0 , "These  cookies  do  not  get  very  brown. "
1.94003157 ,0.98018947 ,1 , "Preheat  oven  to  350  degrees  F  (175  degrees  C). "
-0.41868633 ,-0.34066813 ,3 , "Process  cereal  in  a  food  processor  or  blender  to  a  fine  powder. "
-0.50895853 ,0.04310170 ,4 , "Measure  out  1  cup  of  the  powder  and  combine  it  with  the  flour ,  baking  soda  and  salt;  set  aside. "
-0.95035536 ,0.14770467 ,3 , "In  a  large  bowl ,  cream  together  the  butter ,  white  sugar  and  brown  sugar  until  smooth. "
-0.49021366 ,-0.73123253 ,3 , "Beat  in  the  eggs ,  one  at  a  time  then  stir  in  the  vanilla. "
-0.74344766 ,-0.04386159 ,3 , "Gradually  blend  in  the  dry  ingredients. "
-0.98723006 ,0.16618870 ,5 , "Stir  in  the  chocolate  chips. "
0.17723788 ,-0.48165928 ,2 , "Drop  by  rounded  spoonfuls  onto  the  prepared  cookie  sheet. "
1.15330303 ,-0.01635458 ,6 , "Bake  for  8  to  10  minutes  in  the  preheated  oven. "
0.43929383 ,-0.98649672 ,0 , "Allow  cookies  to  cool  on  baking  sheet  for  5  minutes  before  removing  to  a  wire  rack  to  cool  completely. "
0.00176784 ,-0.80182778 ,0 , "To  keep  cookies  from  getting  too  brown  on  the  bottom  place  the  cookie  sheet  with  the  raw  cookie  dough  on  it  on  top  of  another  empty  cookie  sheet  before  placing  the  cookies  in  the  oven.     "
-0.12947217 ,-0.94005354 ,0 , "The  extra  cookie  sheet  helps  keep  the  cookies  from  getting  too  brown  on  the  bottoms. "
0.66949906 ,0.32866665 ,0 , "Heat  oven  to  350  degrees  F.  Coat  large  baking  sheet  with  no-stick  cooking  spray. "
-0.17654341 ,0.07789088 ,3 , "Microwave  chocolate  and  butter  in  uncovered  large  microwave-safe  bowl  on  HIGH  for  2  minutes  or  until  butter  is  melted. "
-0.76161270 ,-0.02741235 ,3 , "Stir  until  chocolate  is  completely  melted  and  smooth. "
-1.24760085 ,1.05906875 ,4 , "Stir  in  sweetened  condensed  milk. "
-0.70572239 ,0.21705854 ,3 , "Stir  in  muffin  mix  until  completely  blended. "
0.09443589 ,-0.37950231 ,2 , "Roll  tablespoonfuls  of  dough  into  balls.     "
-0.48620502 ,0.56513112 ,5 , "Dip  bottoms  into  pecans. "
0.30116468 ,-0.50921611 ,0 , "Place  on  baking  sheet  with  nut  side  up ,  2  inches  apart. "
0.16146666 ,-0.72556258 ,0 , "Bake  7  to  8  minutes  or  just  until  cookies  look  slightly  crackled  and  centers  are  still  soft.     "
-0.33031642 ,-0.63017395 ,0 , "Immediately  press  a  caramel  candy  into  center  of  each  cookie. "
0.76206445 ,-0.96798892 ,0 , "Remove  to  wire  rack. "
-0.56464198 ,-0.26669429 ,3 , "Swirl  caramel  candy  gently  with  knife  while  candy  is  warm ,  if  desired. "
0.07578956 ,-1.37039728 ,0 , "Cool  completely. "
1.94003157 ,0.98018947 ,1 , "Preheat  oven  to  350  degrees  F  (175  degrees  C). "
0.11248995 ,0.38148880 ,2 , "Lightly  grease  cookie  sheets. "
-0.79425748 ,0.13280414 ,3 , "In  a  large  bowl ,  stir  together  cake  mix ,  instant  pudding ,  and  rolled  oats. "
-0.94042745 ,0.20706319 ,3 , "Add  oil ,  sour  cream ,  water ,  and  vanilla;  mix  until  smooth  and  well  blended. "
-1.14566706 ,0.56764897 ,5 , "Stir  in  chocolate  chips. "
0.25451746 ,-0.36634690 ,2 , "Roll  dough  into  1  1/2  inch  balls ,  and  place  2  inches  apart  on  the  prepared  cookie  sheets. "
1.15330303 ,-0.01635458 ,6 , "Bake  for  8  to  10  minutes  in  the  preheated  oven. "
0.46959103 ,-0.98127539 ,0 , "Allow  cookies  to  cool  on  baking  sheet  for  5  minutes  before  transferring  to  a  wire  rack  to  cool  completely. "
0.13319679 ,0.65547993 ,3 , "Heat  oven  to  350  degrees  F  (175  degrees  C).In  a  large  bowl ,  mix  brown  sugar ,  buttermilk ,  shortening ,  honey ,  and  egg.     "
-0.79601258 ,1.10225919 ,4 , "Stir  in  flour ,  baking  soda ,  baking  powder ,  and  salt.     "
-1.31278690 ,0.69841944 ,5 , "Stir  in  chocolate  chips  and  chopped  white  chocolate. "
0.69847267 ,-0.08140304 ,2 , "Drop  dough  by  level  1/4  cupfuls  about  2  inches  apart  onto  ungreased  cookie  sheets. "
0.42486777 ,-0.38442056 ,6 , "Bake  12  to  14  minutes ,  or  until  edges  are  golden  brown.     "
0.32412997 ,-0.74135845 ,0 , "Cool  for  4  minutes ,  and  remove  from  cookie  sheets. "
0.35290856 ,0.42503543 ,3 , "Preheat  oven  to  350  degrees  F  (175  degrees  C).In  a  large  bowl ,  mix  together  the  applesauce ,  eggs  and  oil  until  well  blended. "
-0.74194556 ,-0.01322500 ,3 , "Stir  in  the  cake  mix. "
-1.10534654 ,0.69586162 ,5 , "Mix  in  the  peanut    butter  chips ,  chocolate  chips  and  pecans. "
0.22240885 ,-0.58780216 ,2 , "Drop  by  spoonfuls  or  roll  into  balls  and  place  2  inches  apart  onto  unprepared  cookie  sheets. "
1.15330303 ,-0.01635458 ,6 , "Bake  for  8  to  10  minutes  in  the  preheated  oven. "
0.43929383 ,-0.98649672 ,0 , "Allow  cookies  to  cool  on  baking  sheet  for  5  minutes  before  removing  to  a  wire  rack  to  cool  completely. "
1.94003157 ,0.98018947 ,1 , "Preheat  oven  to  350  degrees  F  (175  degrees  C). "
-0.82092543 ,0.73817600 ,4 , "Whisk  flour ,  baking  soda ,  and  salt  together  in  a  bowl. "
-0.78214090 ,0.07705403 ,3 , "In  a  large  mixing  bowl ,  mash  the  butter  with  white  sugar  and  brown  sugar  until  the  mixture  is  well  combined. "
-0.59152250 ,-0.48373873 ,3 , "Beat  in  the  eggs ,  one  at  a  time ,  and  stir  in  vanilla  extract. "
-0.56482663 ,-0.03432125 ,3 , "Stir  in  the  flour  mixture ,  about  1  cup  at  a  time ,  then  mix  in  the  chocolate  chips. "
0.25625463 ,-0.08130547 ,2 , "Drop  the  dough  by  rounded  tablespoon  onto  baking  sheets ,  about  2  inches  apart. "
0.73041297 ,0.11161307 ,6 , "Bake  in  the  preheated  oven  until  golden  brown ,  12  to  15  minutes. "
0.38997845 ,-0.88279216 ,0 , "Allow  to  cool  for  about  5  minutes  on  the  baking  sheets  before  removing  cookies  to  finish  cooling. "
0.59212020 ,0.92353910 ,1 , "Preheat  oven  to  350  degrees  F  (175  degrees  C).Combine  flour ,  baking  soda ,  and  salt  in  a  bowl. "
-0.90005857 ,0.27504268 ,3 , "Beat  shortening ,  butter ,  brown  sugar ,  and  white  sugar  in  another  bowl  until  smooth. "
-0.81355183 ,-0.03603867 ,3 , "Beat  eggs  into  butter  mixture  one  at  a  time ,  adding  coconut  extract  and  vanilla  extract  with  the  last  egg. "
-1.22718016 ,1.13253863 ,5 , "Stir  flour  mixture  into  butter  mixture  and  fold  in  coconut ,  pecans ,  semisweet  chocolate  chips ,  and  white  chocolate  chips. "
-0.01250842 ,-0.09180738 ,2 , "Scoop  up  dough  by  spoonfuls  and  roll  into  1-inch  balls. "
0.70851912 ,0.04323806 ,2 , "Place  balls  2  inches  apart  onto  ungreased  baking  sheets. "
0.00067443 ,0.16096089 ,2 , "Flatten  dough  balls  slightly. "
0.79322042 ,0.25372637 ,6 , "Bake  in  preheated  oven  until  golden  brown ,  10  to  12  minutes. "
0.47101502 ,-0.94273884 ,0 , "Allow  cookies  to  cool  on  baking  sheets  for  5  minutes  before  transferring  to  wire  racks  to  cool  completely. "
1.87990172 ,0.91775932 ,1 , "Preheat  oven  to  375    degrees  F  (190  degrees  C). "
-0.46972997 ,0.08317289 ,3 , "In  the  microwave  or  over  a  double  boiler ,  melt  unsweetened  chocolate  and  butter  together ,  stirring  occasionally  until  smooth. "
-0.64295704 ,0.75730850 ,4 , "Sift  together  flour ,  baking  soda ,  baking  powder ,  and  salt;  set  aside. "
-0.75704316 ,0.05633120 ,3 , "In  a  medium  bowl ,  beat  sugar ,  eggs ,  and  vanilla  until  light. "
-0.91580493 ,0.02496989 ,3 , "Mix  in  the  chocolate  mixture  until  well  blended. "
-1.05947025 ,0.42284214 ,5 , "Stir  in  the  sifted  ingredients  alternately  with  sour  cream ,  then  mix  in  chocolate  chips. "
0.67005697 ,-0.25399416 ,2 , "Drop  by  rounded  tablespoonfuls  onto  ungreased  cookie  sheets. "
1.15330303 ,-0.01635458 ,6 , "Bake  for  8  to  10  minutes  in  the  preheated  oven. "
0.46959103 ,-0.98127539 ,0 , "Allow  cookies  to  cool  on  baking  sheet  for  5  minutes  before  transferring  to  a  wire  rack  to  cool  completely. "
0.20503623 ,-0.69301281 ,0 , "Store  in  an  airtight  container. "
1.97257623 ,1.02417523 ,1 , "Preheat  oven  to  375  degrees  F  (190  degrees  C). "
-0.56549362 ,0.13963279 ,4 , "Sift  together  the  flour ,  baking  soda  and  salt  into  a  small  bowl;  set  aside. "
-0.89899566 ,0.21592306 ,3 , "In  a  large  bowl ,  cream  together  the  butter ,  shortening ,  white  sugar  and  brown  sugar  until  smooth. "
-0.61827104 ,-0.56821800 ,3 , "Beat  in  the  eggs  one  at  a  time ,  then  stir  in  the  vanilla  and  milk. "
-0.60748720 ,0.01357974 ,3 , "Gradually  stir  in  the  sifted  ingredients  using  a  wooden  spoon. "
-1.02722763 ,0.04187952 ,5 , "Finally ,  mix  in  the  chocolate  chips  and  crystallized  ginger. "
0.26297412 ,-0.43749296 ,2 , "Use  two  spoons  to  drop  cookie  dough  2  inches  apart  onto  a  cookie  sheet. "
0.99311559 ,-0.34472761 ,6 , "Bake  on  the  middle  rack  of  the  preheated  oven  for  12  to  15  minutes. "
-0.17817156 ,-1.17964636 ,0 , "The  cookies  should  be  golden  brown  on  the  sides  and  the  top  should  have  lost  it's  shine. "
0.35603536 ,-1.20834580 ,0 , "Allow  to  cool  on  the  baking  sheet  for  a  few  minutes  before  removing  to  a  wire  rack  to  cool  completely. "
1.94003157 ,0.98018947 ,1 , "Preheat  oven  to  350  degrees  F  (175  degrees  C). "
-0.93168079 ,1.00026627 ,4 , "In  a  bowl  whisk  together  flour ,  cocoa  powder ,  baking  soda ,  and  baking  powder. "
-0.71437882 ,0.27845125 ,3 , "In  another  bowl  with  an  electric  mixer  cream  butter ,  peanut  butter ,  and  sugar  until  light  and  fluffy.     "
-0.11079953 ,-0.91325922 ,0 , "Beat  in  eggs ,  1  at  a  time ,  beating  well  after  each  addition.     "
-1.26864526 ,0.85158762 ,5 , "Beat  in  flour  mixture  and  stir  in  chocolate  chips  and  peanut  butter  chips. "
0.45026455 ,-0.07824964 ,6 , "Drop  dough  by  level  tablespoonfuls  2  inches  apart  onto  buttered  baking  sheets  and  bake  cookies  in  batches  in  the  middle  of  oven  20  minutes.     "
0.34523836 ,-0.69705016 ,0 , "Cool  cookies  on  racks.     "
0.26871897 ,-0.79454974 ,0 , "Cookies  keep  in  airtight  containers  for  about  5  days. "
1.87990172 ,0.91775932 ,1 , "Preheat  oven  to  375  degrees  F  (190  degrees  C).     "
0.33037514 ,0.08305137 ,2 , "Line  cookie  sheets  with  aluminum  foil  or  baking  parchment. "
-0.19548369 ,0.23642512 ,3 , "Steam  raisins  in  a  vegetable  steamer  over  shallow  water  in  a  saucepan.     "
0.01938231 ,0.03655326 ,3 , "Boil  water  for  3  minutes ,  until  raisins  are  moist.     "
-0.29481888 ,-0.26463024 ,0 , "Remove  raisins  and  let  dry  on  cloth. "
-0.94519112 ,0.09076330 ,3 , "In  a  large  bowl ,  cream  together  the  butter ,  sugar  and  vanilla  until  smooth. "
-1.05438666 ,0.00715355 ,3 , "Beat  in  eggs  and  sour  cream  until  well  blended. "
-0.83842384 ,0.91249913 ,4 , "Sift  together  flour  and  baking  soda;  stir  into  the  butter  mixture. "
-1.15128484 ,0.47102922 ,5 , "Mix  in  raisins ,  nuts  and  chocolate. "
0.36195935 ,0.04675292 ,2 , "Drop  dough  by  tablespoons  2  inches  apart  on  cookie  sheets. "
0.53017268 ,-0.31509144 ,6 , "Bake  13  to  15  minutes ,  until  lightly  colored.     "
0.51976357 ,-1.25183935 ,0 , "Let  cool  on  wire  racks. "
-0.76382699 ,0.12900880 ,3 , "In  a  large  bowl ,  cream  the  margarine ,  butter  and  both  sugars  until  light  and  fluffy. "
-0.96295554 ,-0.09288983 ,3 , "Add  the  eggs ,  milk  and  vanilla  and  beat  until  well  blended. "
-0.70913719 ,0.69668661 ,4 , "Sift  the  flour ,  baking  powder ,  baking  soda  and  salt  together  and  add  to  the  butter  mixture.     "
-0.43632798 ,-0.11902155 ,3 , "Stir  just  until  blended.     "
-0.80007223 ,0.01191842 ,3 , "Stir  in  the  oats  until  well  blended. "
-0.77473159 ,0.02669425 ,5 , "Fold  in  the  chocolate  and  walnuts. "
0.45915505 ,-0.53210148 ,0 , "Cover  and  refrigerate  the  dough  for  at  least  1  hour. "
1.84949851 ,1.00235734 ,1 , "Preheat  oven  to  350  degrees.     "
0.33877288 ,0.23088533 ,2 , "Grease  cookie  sheets. "
0.05972984 ,-0.32297988 ,0 , "Take  a  teaspoonful    (for  small  cookies)  or  a  tablespoonful  (for  large  cookies)  of  dough  and  shape  the  dough  into  balls.     "
0.23103003 ,-0.58562977 ,2 , "Flatten  slightly  into  rounded  disks.     "
0.39071045 ,-0.53387809 ,0 , "Place  2  inches  apart  on  the  cookie  sheets  and  bake  until  the  edges  are  slightly  browned ,  about  10  minutes. "
0.53390073 ,-0.95088207 ,0 , "Remove  from  the  oven  and  let  cool  on  the  sheets  for  about  10  minutes.     "
0.50738644 ,-1.22729171 ,0 , "Remove  to  wire  racks  to  cool  completely. "
1.94003157 ,0.98018947 ,1 , "Preheat  oven  to  350  degrees  F  (175  degrees  C). "
0.33877288 ,0.23088533 ,2 , "Grease  cookie  sheets. "
-0.49226158 ,0.35640867 ,3 , "In  a  medium  saucepan  over  medium  heat ,  combine  the  butter  and  milk. "
-0.34774878 ,0.44071740 ,4 , "Cook  until  melted ,  stirring  occasionally. "
0.22607619 ,-1.30347355 ,0 , "Set  aside  to  cool. "
-1.02871936 ,0.83438899 ,4 , "In  a  large  bowl ,  stir  together  the  flour ,  sugar ,  cocoa ,  baking  soda ,  cinnamon ,  nutmeg  and  cloves. "
-0.42510242 ,-0.44777502 ,3 , "Stir  in  the  milk  mixture  by  hand  until  the  dough  is  firm  and  not  tacky. "
-1.10783606 ,0.31854522 ,5 , "Mix  in  the  chocolate  chips  and  walnuts. "
0.11567553 ,-0.41492865 ,2 , "Roll  the  dough  into  1  1/2  inch  balls  and  place  onto  the  prepared  cookie  sheets. "
-0.21048484 ,-1.38607844 ,0 , "These  cookies  do  not  spread  much ,  so  you  can  place  them  fairly  close  together. "
0.88110954 ,-0.16340948 ,6 , "Bake  for  20  to  25  minutes  in  the  preheated  oven ,  until  firm. "
0.51497369 ,-0.69277984 ,0 , "Remove  from  baking  sheets  to  cool  on  wire  racks. "
-0.28810812 ,-0.28967386 ,3 , "Glaze  with  a  thin  confectioners'  icing  when  cool  to  preserve  freshness. "
2.04020494 ,0.82935041 ,1 , "Preheat  an  oven  to  300  degrees  F  (150  degrees "
-0.61968804 ,0.45852366 ,4 , "C).Gently  mix  the  flour ,  baking  powder ,  baking  soda ,  and  salt  with  a  fork  in  a  bowl. "
-0.68147153 ,-0.05247633 ,3 , "Beat  the  butter ,  brown  sugar ,  and  white  sugar  with  an  electric  mixer  in  a  large  bowl  until  smooth. "
-0.38222168 ,-0.65323802 ,3 , "Add  the  eggs  one  at  a  time ,  allowing  each  egg  to  blend  into  the  butter  mixture  before  adding  the  next. "
-0.53564395 ,-0.66048795 ,3 , "Beat  in  the  vanilla  with  the  last  egg.     "
-0.61288495 ,0.08874204 ,3 , "Mix  in  the  flour  mixture  until  just  incorporated. "
-0.41731815 ,-0.28110843 ,3 , "Fold  in  the  chocolate  chips;  mixing  just  enough  to  evenly  combine. "
0.30014928 ,-0.44666653 ,0 , "Divide  the  dough  into  24  3-tablespoon-sized  balls. "
0.27448991 ,-0.39951120 ,2 , "Flatten  the  balls  to  about  1/4-inch  thick  onto  a  baking  sheet. "
0.70975671 ,-0.23347742 ,6 , "Bake  in  the  preheated  oven  until  the  edges  are  golden ,  15  to  17  minutes. "
0.31504620 ,-0.96322151 ,0 , "Allow  the  cookies  to  cool  on  the  baking  sheet  until  the  centers  begin  to  set ,  about  20  minutes. "
1.94003157 ,0.98018947 ,1 , "Preheat  oven  to  350  degrees  F  (175  degrees  C). "
0.33877288 ,0.23088533 ,2 , "Grease  cookie  sheets. "
-0.91003409 ,0.09749633 ,3 , "In  a  large  bowl ,  mix  together  the  butter ,  brown  sugar  and  white  sugar  until  smooth. "
-0.67175253 ,-0.47888270 ,3 , "Beat  in  the  eggs  one  at  a  time ,  then  stir  in  the  vanilla  and  coffee  liqueur. "
-0.91269123 ,0.65762369 ,4 , "Combine  the  flour ,  baking  soda  and  salt;  stir  into  the  sugar  mixture  until  well  blended. "
-1.14566706 ,0.56764897 ,5 , "Stir  in  chocolate  chips. "
0.39817344 ,-0.50309695 ,2 , "Drop  dough  by  rounded  tablespoonfuls  2  inches  apart  onto  the  prepared  cookie  sheets. "
0.65419898 ,-0.07155231 ,6 , "Bake  for  10  to  12  minutes  in  the  preheated  oven ,  or  until  golden  brown. "
0.41738524 ,-0.95805593 ,0 , "Allow  cookies  to  cool  on  baking  sheet  for  2  minutes  before  removing  to  a  wire  rack  to  cool  completely. "
1.81247504 ,0.78015945 ,1 , "Preheat  an  oven  to  350  degrees  F  (175  degrees  C). "
0.42587490 ,-0.09632098 ,2 , "Line  2  baking  sheets  with  parchment  paper. "
-0.66580068 ,0.70405535 ,4 , "Whisk  together  the  flour ,  baking  powder ,  baking  soda ,  and  salt;  set  aside. "
-0.72420025 ,0.01390997 ,3 , "Beat  together  the  butter ,  brown  sugar ,  and  white  sugar  with  an  electric  mixer  until  smooth. "
-0.71393658 ,0.01298539 ,3 , "Add  one  egg;  beat  until  blended  into  the  butter  mixture. "
-0.77435241 ,0.00083914 ,3 , "Add  the  remaining  egg ,  vanilla  extract ,  and  maple  extract;  beat  until  well  blended  and  slightly  fluffy. "
-0.42971892 ,-0.34995842 ,3 , "Stir  in  the  flour  mixture  a  little  at  a  time ,  mixing  just  until  combined. "
-1.00567497 ,0.24958453 ,5 , "Stir  in  the  bacon  and  chocolate  chips. "
0.22135704 ,-0.49353624 ,2 , "Scoop  by  rounded  tablespoonfuls  onto  prepared  cookie  sheets. "
0.67208108 ,-0.00259559 ,6 , "Bake  in  the  preheated  oven  until  edges  turn  golden  brown ,  10  to  12  minutes. "
0.41250238 ,-0.80960101 ,0 , "Remove  from  the  oven ,  and  cool  on  a  wire  rack. "
1.94003157 ,0.98018947 ,1 , "Preheat  oven  to  350  degrees  F  (175  degrees  C). "
0.33135826 ,-0.31605992 ,2 , "Line  a  baking  sheet  with  parchment  paper. "
-0.85774523 ,0.33473915 ,3 , "Beat  brown  sugar ,  coconut  sugar ,  butter ,  and  coconut  oil  with  an  electric  mixer  in  a  large  bowl  until  smooth. "
-0.82055245 ,-0.08795884 ,3 , "Beat  the  first  egg  into  creamed  butter  mixture  until  completely  blended;  beat  in  vanilla  extract  with  the  last  egg. "
-0.72522112 ,0.56358889 ,4 , "Stir  hot  water  and  baking  soda  together  in  a  small  bowl  until  baking  soda  is  dissolved;  stir  into  butter  mixture. "
-0.89250956 ,0.04643467 ,3 , "Add  cream  of  tartar  and  mix  well. "
-0.94574566 ,0.84135285 ,4 , "Mix  flour  into  butter  mixture  until  dough  is  smooth;  fold  in  walnuts ,  chia  seeds ,  flax  seeds ,  cocoa  nibs ,  and  salt. "
0.09194797 ,0.37340022 ,2 , "Drop  dough  by  rounded  tablespoons  onto  prepared  baking  sheet. "
0.51196028 ,0.02219207 ,6 , "Bake  in  the  preheated  oven  until  cookies  are  lightly  browned  around  the  edges ,  about  12  minutes. "
0.45975679 ,-1.01979992 ,0 , "Transfer  cookies  to  a  wire  rack  to  cool. "
1.97257623 ,1.02417523 ,1 , "Preheat  oven  to  375  degrees  F  (190  degrees  C). "
0.15774223 ,0.48758943 ,2 , "Spray  baking  sheets  with  cooking  spray. "
-0.83443036 ,0.72778109 ,4 , "Combine  flour ,  baking  soda ,  and  salt  in  a  bowl. "
-0.85986110 ,0.16897462 ,3 , "Beat  white  sugar ,  brown  sugar ,  butter ,  avocado ,  and  vanilla  extract  together  in  a  bowl  using  an  electric  mixer  until  creamy;  beat  in  egg  until  smooth. "
-0.68664509 ,0.34412658 ,4 , "Stir  flour  mixture ,  a  few  tablespoons  at  a  time ,  into  creamed  mixture  until  dough  is  just  mixed;  stir  in  chocolate  chips. "
0.03935036 ,-0.17402980 ,2 , "Drop  dough  by  the  spoonful  onto  the  baking  sheets. "
0.60782395 ,0.10431043 ,6 , "Bake  in  the  preheated  oven  until  edges  of  cookies  are  lightly  browned ,  8  to  10  minutes. "
0.43735725 ,-0.86795140 ,0 , "Cool  cookies  on  baking  sheet  for  2  minutes  before  transferring  to  a  wire  rack  to  cool  completely. "
